yosys-portability	completed	success	2026-09-23T21:52:50Z	2026-09-23T21:52:59Z	535701a06128
verilator-suites	completed	success	2026-09-23T21:52:40Z	2026-09-23T21:52:47Z	535701a06128
rtl-fast	completed	success	2026-09-23T21:27:13Z	2026-09-23T21:27:17Z	535701a06128
Yosys shard 3/4	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:18:24Z	535701a06128
Verilator shard 2/5	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:23:40Z	535701a06128
Verilator shard 0/5	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:27:41Z	535701a06128
Verilator shard 1/5	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:40:46Z	535701a06128
Verilator shard 3/5	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:25:19Z	535701a06128
Verilator shard 4/5	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:52:38Z	535701a06128
Yosys shard 1/4	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:18:16Z	535701a06128
Yosys shard 0/4	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:22:20Z	535701a06128
Yosys shard 2/4	completed	success	2026-09-23T21:17:49Z	2026-09-23T21:18:15Z	535701a06128
Physical gPTP (nightly and manual)	completed	skipped	2026-09-23T21:17:44Z	2026-09-23T21:17:43Z	535701a06128
yosys-elaboration	completed	success	2026-09-23T21:16:57Z	2026-09-23T21:27:09Z	535701a06128
verilator-lint	completed	success	2026-09-23T21:16:57Z	2026-09-23T21:17:29Z	535701a06128
bdd-conformance	completed	success	2026-09-23T21:16:39Z	2026-09-23T21:16:49Z	535701a06128
full-ci-gate	completed	success	2026-09-23T21:17:15Z	2026-09-23T21:17:32Z	535701a06128
changes	completed	success	2026-09-23T21:16:39Z	2026-09-23T21:16:54Z	535701a06128
elaborate	completed	success	2026-09-23T21:16:39Z	2026-09-23T21:23:23Z	535701a06128
wire-accountability	completed	success	2026-09-23T21:16:39Z	2026-09-23T21:16:49Z	535701a06128
docs-check	completed	success	2026-09-23T21:16:41Z	2026-09-23T21:29:43Z	535701a06128
docs-check-no-git	completed	success	2026-09-23T21:16:39Z	2026-09-23T21:16:49Z	535701a06128
