set	campaign	leg	mutant	mutant_sha256	harness_sha256	build_exit	checks	failures	verdict
prior_mutants	prior_nxndv	nxndv	r269_mx2_port_swap_locked_unlocked	c7cba1b58e3a	fe0e4c37bee0	0	1707	4	KILLED
prior_mutants	prior_nxndv	nxndv	r269_mx3_port_swap_late_early	d1256fdc6c94	fe0e4c37bee0	0	1707	2	KILLED
prior_mutants	prior_nxndv	nxndv	r269_mx4_port_swap_intr_locked	502a4a50c6c0	fe0e4c37bee0	0	1707	5	KILLED
extra_mutants	arbprobe_nxn4c	nxn4c	head_unmutated	2b729369b5e7	ea84d17f9825	0	1708	0	SURVIVED
extra_mutants	arbprobe_nxn8	nxn8	head_unmutated	2b729369b5e7	ea84d17f9825	0	3136	0	SURVIVED
extra_mutants	arbprobe_nxn	nxn	dirty_also_ckd	339f41751a0a	ea84d17f9825	0	1708	1	KILLED
extra_mutants	arbprobe_nxn	nxn	dirty_also_sout_n	ded7da188fc6	ea84d17f9825	0	1708	1	KILLED
extra_mutants	arbprobe_nxn	nxn	head_unmutated	2b729369b5e7	ea84d17f9825	0	1708	0	SURVIVED
extra_mutants	arbprobe_nxndv	nxndv	head_unmutated	2b729369b5e7	ea84d17f9825	0	1710	0	SURVIVED
extra_mutants	extra_notify	notify	dirty_also_ckd	339f41751a0a	fe0e4c37bee0	0	145	0	SURVIVED
extra_mutants	extra_notify	notify	dirty_also_sout_n	ded7da188fc6	fe0e4c37bee0	0	145	0	SURVIVED
extra_mutants	extra_nxn	nxn	dirty_also_ckd	339f41751a0a	fe0e4c37bee0	0	1705	0	SURVIVED
extra_mutants	extra_nxn	nxn	dirty_also_sout_n	ded7da188fc6	fe0e4c37bee0	0	1705	0	SURVIVED
