bdd-conformance	completed	success	0c61d4589410	2026-09-24T20:01:29Z	2026-09-24T20:01:44Z
changes	completed	success	0c61d4589410	2026-09-24T20:01:28Z	2026-09-24T20:01:42Z
docs-check	completed	success	0c61d4589410	2026-09-24T20:01:34Z	2026-09-24T20:14:37Z
docs-check-no-git	completed	success	0c61d4589410	2026-09-24T20:01:29Z	2026-09-24T20:01:40Z
elaborate	completed	success	0c61d4589410	2026-09-24T20:01:28Z	2026-09-24T20:11:58Z
full-ci-gate	completed	success	0c61d4589410	2026-09-24T20:01:29Z	2026-09-24T20:01:52Z
Physical gPTP (nightly and manual)	completed	skipped	0c61d4589410	2026-09-24T20:01:53Z	2026-09-24T20:01:52Z
rtl-fast	completed	success	0c61d4589410	2026-09-24T20:11:07Z	2026-09-24T20:11:09Z
verilator-lint	completed	success	0c61d4589410	2026-09-24T20:01:44Z	2026-09-24T20:02:13Z
Verilator shard 0/5	completed	success	0c61d4589410	2026-09-24T20:01:54Z	2026-09-24T20:13:58Z
Verilator shard 1/5	completed	success	0c61d4589410	2026-09-24T20:01:54Z	2026-09-24T20:39:59Z
Verilator shard 2/5	completed	success	0c61d4589410	2026-09-24T20:01:54Z	2026-09-24T20:17:24Z
Verilator shard 3/5	completed	success	0c61d4589410	2026-09-24T20:01:54Z	2026-09-24T20:11:05Z
Verilator shard 4/5	completed	success	0c61d4589410	2026-09-24T20:01:56Z	2026-09-24T20:39:15Z
verilator-suites	completed	success	0c61d4589410	2026-09-24T20:40:03Z	2026-09-24T20:40:12Z
wire-accountability	completed	success	0c61d4589410	2026-09-24T20:01:30Z	2026-09-24T20:01:41Z
yosys-elaboration	completed	success	0c61d4589410	2026-09-24T20:01:44Z	2026-09-24T20:11:04Z
yosys-portability	completed	success	0c61d4589410	2026-09-24T20:40:15Z	2026-09-24T20:40:20Z
Yosys shard 0/4	completed	success	0c61d4589410	2026-09-24T20:01:54Z	2026-09-24T20:02:26Z
Yosys shard 1/4	completed	success	0c61d4589410	2026-09-24T20:01:55Z	2026-09-24T20:02:26Z
Yosys shard 2/4	completed	success	0c61d4589410	2026-09-24T20:01:54Z	2026-09-24T20:02:22Z
Yosys shard 3/4	completed	success	0c61d4589410	2026-09-24T20:01:54Z	2026-09-24T20:02:17Z
