rtl-fast	completed	success	2026-09-24T08:28:30Z	2026-09-24T08:28:35Z	910b4fb5f104
Physical gPTP (nightly and manual)	completed	skipped	2026-09-24T08:18:49Z	2026-09-24T08:18:49Z	910b4fb5f104
Verilator shard 3/5	completed	success	2026-09-24T08:19:44Z	2026-09-24T08:28:48Z	910b4fb5f104
Yosys shard 0/4	completed	success	2026-09-24T08:18:51Z	2026-09-24T08:25:42Z	910b4fb5f104
Yosys shard 2/4	completed	success	2026-09-24T08:18:51Z	2026-09-24T08:21:16Z	910b4fb5f104
Verilator shard 1/5	completed	success	2026-09-24T08:18:51Z	2026-09-24T08:43:36Z	910b4fb5f104
Verilator shard 2/5	completed	success	2026-09-24T08:18:51Z	2026-09-24T08:33:34Z	910b4fb5f104
Yosys shard 1/4	completed	success	2026-09-24T08:18:51Z	2026-09-24T08:22:25Z	910b4fb5f104
Verilator shard 0/5	completed	success	2026-09-24T08:18:51Z	2026-09-24T08:31:50Z	910b4fb5f104
Verilator shard 4/5	in_progress	-	2026-09-24T08:18:51Z	-	910b4fb5f104
Yosys shard 3/4	completed	success	2026-09-24T08:18:51Z	2026-09-24T08:20:52Z	910b4fb5f104
verilator-lint	completed	success	2026-09-24T08:18:38Z	2026-09-24T08:19:06Z	910b4fb5f104
yosys-elaboration	completed	success	2026-09-24T08:18:43Z	2026-09-24T08:28:27Z	910b4fb5f104
elaborate	completed	success	2026-09-24T08:18:22Z	2026-09-24T08:28:44Z	910b4fb5f104
bdd-conformance	completed	success	2026-09-24T08:18:22Z	2026-09-24T08:18:34Z	910b4fb5f104
docs-check	completed	success	2026-09-24T08:18:22Z	2026-09-24T08:28:31Z	910b4fb5f104
wire-accountability	completed	success	2026-09-24T08:18:23Z	2026-09-24T08:18:33Z	910b4fb5f104
full-ci-gate	completed	success	2026-09-24T08:18:23Z	2026-09-24T08:18:48Z	910b4fb5f104
changes	completed	success	2026-09-24T08:18:22Z	2026-09-24T08:18:36Z	910b4fb5f104
docs-check-no-git	completed	success	2026-09-24T08:18:22Z	2026-09-24T08:18:32Z	910b4fb5f104
