bdd-conformance	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
changes	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
docs-check	in_progress		ae729bbfd90934f4d56d3b02f1ffc652496b414d
docs-check-no-git	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
elaborate	in_progress		ae729bbfd90934f4d56d3b02f1ffc652496b414d
full-ci-gate	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
Physical gPTP (nightly and manual)	completed	skipped	ae729bbfd90934f4d56d3b02f1ffc652496b414d
rtl-fast	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
verilator-lint	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
Verilator shard 0/5	in_progress		ae729bbfd90934f4d56d3b02f1ffc652496b414d
Verilator shard 1/5	in_progress		ae729bbfd90934f4d56d3b02f1ffc652496b414d
Verilator shard 2/5	in_progress		ae729bbfd90934f4d56d3b02f1ffc652496b414d
Verilator shard 3/5	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
Verilator shard 4/5	in_progress		ae729bbfd90934f4d56d3b02f1ffc652496b414d
wire-accountability	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
yosys-elaboration	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
Yosys shard 0/4	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
Yosys shard 1/4	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
Yosys shard 2/4	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
Yosys shard 3/4	completed	success	ae729bbfd90934f4d56d3b02f1ffc652496b414d
