bdd-conformance	completed	success	fb84de54ee9c	2026-09-24T02:35:25Z	2026-09-24T02:35:36Z
changes	completed	success	fb84de54ee9c	2026-09-24T02:35:25Z	2026-09-24T02:35:42Z
docs-check	completed	success	fb84de54ee9c	2026-09-24T02:35:22Z	2026-09-24T02:45:56Z
docs-check-no-git	completed	success	fb84de54ee9c	2026-09-24T02:35:22Z	2026-09-24T02:35:30Z
elaborate	completed	success	fb84de54ee9c	2026-09-24T02:35:22Z	2026-09-24T02:46:14Z
full-ci-gate	completed	success	fb84de54ee9c	2026-09-24T02:35:22Z	2026-09-24T02:35:41Z
Physical gPTP (nightly and manual)	completed	skipped	fb84de54ee9c	2026-09-24T02:35:42Z	2026-09-24T02:35:41Z
rtl-fast	completed	success	fb84de54ee9c	2026-09-24T02:46:03Z	2026-09-24T02:46:07Z
verilator-lint	completed	success	fb84de54ee9c	2026-09-24T02:36:14Z	2026-09-24T02:36:40Z
Verilator shard 0/5	completed	success	fb84de54ee9c	2026-09-24T02:35:44Z	2026-09-24T02:48:48Z
Verilator shard 1/5	completed	success	fb84de54ee9c	2026-09-24T02:35:43Z	2026-09-24T03:00:23Z
Verilator shard 2/5	completed	success	fb84de54ee9c	2026-09-24T02:35:44Z	2026-09-24T02:42:26Z
Verilator shard 3/5	completed	success	fb84de54ee9c	2026-09-24T02:35:44Z	2026-09-24T02:43:12Z
Verilator shard 4/5	completed	success	fb84de54ee9c	2026-09-24T02:35:43Z	2026-09-24T03:11:07Z
verilator-suites	completed	success	fb84de54ee9c	2026-09-24T03:11:10Z	2026-09-24T03:11:18Z
wire-accountability	completed	success	fb84de54ee9c	2026-09-24T02:35:21Z	2026-09-24T02:35:31Z
yosys-elaboration	completed	success	fb84de54ee9c	2026-09-24T02:36:18Z	2026-09-24T02:46:01Z
yosys-portability	completed	success	fb84de54ee9c	2026-09-24T03:11:20Z	2026-09-24T03:11:27Z
Yosys shard 0/4	completed	success	fb84de54ee9c	2026-09-24T02:35:44Z	2026-09-24T02:42:16Z
Yosys shard 1/4	completed	success	fb84de54ee9c	2026-09-24T02:35:44Z	2026-09-24T02:36:12Z
Yosys shard 2/4	completed	success	fb84de54ee9c	2026-09-24T02:35:44Z	2026-09-24T02:36:16Z
Yosys shard 3/4	completed	success	fb84de54ee9c	2026-09-24T02:35:44Z	2026-09-24T02:36:17Z
