bdd-conformance	completed	success	2026-09-23T23:53:24Z	2026-09-23T23:54:09Z
changes	completed	success	2026-09-23T23:53:24Z	2026-09-23T23:53:40Z
docs-check	completed	success	2026-09-23T23:53:24Z	2026-09-24T00:06:03Z
docs-check-no-git	completed	success	2026-09-23T23:53:24Z	2026-09-23T23:53:34Z
elaborate	completed	success	2026-09-23T23:53:24Z	2026-09-24T00:00:51Z
full-ci-gate	completed	success	2026-09-23T23:53:24Z	2026-09-23T23:53:41Z
Physical gPTP (nightly and manual)	completed	skipped	2026-09-23T23:53:42Z	2026-09-23T23:53:42Z
rtl-fast	completed	success	2026-09-24T00:02:01Z	2026-09-24T00:02:04Z
verilator-lint	completed	success	2026-09-23T23:53:43Z	2026-09-23T23:54:08Z
Verilator shard 0/5	completed	success	2026-09-23T23:53:44Z	2026-09-24T00:07:35Z
Verilator shard 1/5	completed	success	2026-09-23T23:53:44Z	2026-09-24T00:09:39Z
Verilator shard 2/5	completed	success	2026-09-23T23:53:44Z	2026-09-23T23:59:12Z
Verilator shard 3/5	completed	success	2026-09-23T23:53:45Z	2026-09-24T00:03:07Z
Verilator shard 4/5	completed	success	2026-09-23T23:53:49Z	2026-09-24T00:27:27Z
verilator-suites	completed	success	2026-09-24T00:27:29Z	2026-09-24T00:27:39Z
wire-accountability	completed	success	2026-09-23T23:53:24Z	2026-09-23T23:53:30Z
yosys-elaboration	completed	success	2026-09-23T23:53:43Z	2026-09-24T00:01:59Z
yosys-portability	completed	success	2026-09-24T00:27:43Z	2026-09-24T00:27:50Z
Yosys shard 0/4	completed	success	2026-09-23T23:53:44Z	2026-09-23T23:54:40Z
Yosys shard 1/4	completed	success	2026-09-23T23:53:43Z	2026-09-23T23:54:06Z
Yosys shard 2/4	completed	success	2026-09-23T23:53:44Z	2026-09-23T23:54:13Z
Yosys shard 3/4	completed	success	2026-09-23T23:53:44Z	2026-09-23T23:54:18Z
