Physical gPTP (nightly and manual)	completed	skipped	efcabc379b1e
Verilator shard 4/5	queued	-	efcabc379b1e
Verilator shard 1/5	queued	-	efcabc379b1e
Verilator shard 2/5	in_progress	-	efcabc379b1e
Verilator shard 3/5	in_progress	-	efcabc379b1e
Verilator shard 0/5	in_progress	-	efcabc379b1e
Yosys shard 3/4	in_progress	-	efcabc379b1e
Yosys shard 2/4	queued	-	efcabc379b1e
Yosys shard 1/4	in_progress	-	efcabc379b1e
Yosys shard 0/4	in_progress	-	efcabc379b1e
full-ci-gate	completed	success	efcabc379b1e
yosys-elaboration	in_progress	-	efcabc379b1e
verilator-lint	completed	success	efcabc379b1e
changes	completed	success	efcabc379b1e
elaborate	in_progress	-	efcabc379b1e
bdd-conformance	completed	success	efcabc379b1e
docs-check-no-git	completed	success	efcabc379b1e
wire-accountability	completed	success	efcabc379b1e
docs-check	in_progress	-	efcabc379b1e
