id	family	gfm	markdown	base_raw_h2	base_raw_refused	base_raw_dir	base_reader_h2	base_reader_refused	base_reader_dir	base_shipped	base_gate_reader_same	head_raw_h2	head_raw_refused	head_raw_dir	head_reader_h2	head_reader_refused	head_reader_dir	head_shipped	head_gate_reader_same
R226-T-name-later-textarea-sTyLe	type1-name	1	1	0	False	WITHHOLD	0	False	WITHHOLD	WITHHOLD	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-name-opening-textarea-sTyLe	type1-name	1	1	0	False	WITHHOLD	0	False	WITHHOLD	WITHHOLD	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-name-later-textarea-textarea	type1-name	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-name-later-textarea-tExTaReA	type1-name	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-name-opening-textarea-tExTaReA	type1-name	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-inner-pre-sp	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-pre-tab	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-pre-sp2	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-pre-ff	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-pre-vt	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-pre-nbsp	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-pre-ideo	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-pre-nul	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-pre-zwsp	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-script-sp	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-script-tab	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-script-sp2	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-script-ff	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-script-vt	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-script-nbsp	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-script-ideo	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-script-nul	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-script-zwsp	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-style-sp	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-style-tab	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-style-sp2	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-style-ff	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-style-vt	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-style-nbsp	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-style-ideo	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-style-nul	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-style-zwsp	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-textarea-sp	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-textarea-tab	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-textarea-sp2	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-textarea-ff	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-textarea-vt	type1-inner	0	0	1	True	ESCAPE	1	True	ESCAPE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-textarea-nbsp	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-textarea-ideo	type1-inner	0	0	0	True	AGREE	0	True	AGREE	REFUSED	True	0	True	AGREE	0	True	AGREE	REFUSED	True
R226-T-inner-textarea-nul	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-textarea-zwsp	type1-inner	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-opening-sp	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-inner-opening-tab	type1-inner	0	0	1	False	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-slash-sp	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-slash-tab	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-attr	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-selfclose	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-split	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-no-slash	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-prelude	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-pres	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-scripts	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-styles	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-textareas	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-pr	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-scrip	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-longer-shorter-textare	type1-malformed	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-longs-script	type1-fold	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-longs-style	type1-fold	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-dotless-script	type1-fold	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-dotted-script	type1-fold	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-longs-upper	type1-fold	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-dotted-upper	type1-fold	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-fullwidth-pre	type1-fold	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-fold-upper-opener	type1-fold	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-embedded-mid	type1-embedded	1	1	0	False	WITHHOLD	0	False	WITHHOLD	WITHHOLD	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-embedded-twice	type1-embedded	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-embedded-opening-attr	type1-embedded	1	1	0	False	WITHHOLD	0	False	WITHHOLD	WITHHOLD	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-embedded-backslash	type1-embedded	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-opener-upper	type1-opener	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-opener-attr-cross	type1-opener	1	1	0	False	WITHHOLD	0	False	WITHHOLD	WITHHOLD	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-opener-eol-cross	type1-opener	1	1	0	False	WITHHOLD	0	False	WITHHOLD	WITHHOLD	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-reset-second-open	type1-reset	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-reset-same-line	type1-reset	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-prec-type6	type1-precedence	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-prec-comment	type1-precedence	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-prec-fence	type1-precedence	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-prec-fence-in-type1	type1-precedence	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-prec-blank-survives	type1-precedence	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-eof-heading-nolf	type1-eof	1	1	1	False	AGREE	1	False	AGREE	AGREE	True	1	False	AGREE	1	False	AGREE	AGREE	True
R226-T-eof-unclosed	type1-eof	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-eof-truncated-closer	type1-eof	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-div	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-title	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-xmp	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-plaintext	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-p	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-span	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-noscript	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-iframe	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-listing	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-noembed	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-noframes	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-pre-code	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-div	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-title	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-xmp	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-plaintext	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-p	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-span	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-noscript	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-iframe	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-listing	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-noembed	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-noframes	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-T-othername-script-code	type1-othername	0	0	0	False	AGREE	0	False	AGREE	AGREE	True	0	False	AGREE	0	False	AGREE	AGREE	True
R226-C-crlf-fence	cr	1	1	1	True	AGREE	1	False	AGREE	AGREE	True	0	True	WITHHOLD	1	False	AGREE	AGREE	True
R226-C-cr-fence	cr	1	1	0	True	WITHHOLD	1	False	AGREE	AGREE	True	0	True	WITHHOLD	1	False	AGREE	AGREE	True
R226-C-mixed-fence	cr	1	1	1	True	AGREE	1	False	AGREE	AGREE	True	0	True	WITHHOLD	1	False	AGREE	AGREE	True
R226-C-crlf-fence-trailer	cr	1	1	1	True	AGREE	1	False	AGREE	AGREE	True	0	True	WITHHOLD	1	False	AGREE	AGREE	True
R226-C-cr-then-text	cr	1	1	0	True	WITHHOLD	1	False	AGREE	AGREE	True	0	True	WITHHOLD	1	False	AGREE	AGREE	True
R226-C-crlf-type1-same	cr	1	1	1	True	AGREE	1	False	AGREE	AGREE	True	1	True	AGREE	1	False	AGREE	AGREE	True
R226-C-cr-type1-cross	cr	1	1	0	True	WITHHOLD	0	False	WITHHOLD	WITHHOLD	True	0	True	WITHHOLD	1	False	AGREE	AGREE	True
R226-C-cr-inside-closer	cr	0	0	1	True	ESCAPE	0	False	AGREE	AGREE	True	0	True	AGREE	0	False	AGREE	AGREE	True
R226-C-crlf-inner-blank	cr	0	0	1	True	ESCAPE	1	False	ESCAPE	ESCAPE	True	0	True	AGREE	0	False	AGREE	AGREE	True
R226-C-crlf-eof-nolf	cr	1	1	1	True	AGREE	1	False	AGREE	AGREE	True	0	True	WITHHOLD	1	False	AGREE	AGREE	True
