bdd-conformance	completed	success	2026-09-23T20:19:12Z	2026-09-23T20:19:25Z
changes	completed	success	2026-09-23T20:19:12Z	2026-09-23T20:19:28Z
docs-check	completed	success	2026-09-23T20:19:12Z	2026-09-23T20:32:03Z
docs-check-no-git	completed	success	2026-09-23T20:19:12Z	2026-09-23T20:19:22Z
elaborate	completed	success	2026-09-23T20:19:13Z	2026-09-23T20:28:58Z
full-ci-gate	completed	success	2026-09-23T20:19:12Z	2026-09-23T20:19:29Z
Physical gPTP (nightly and manual)	completed	skipped	2026-09-23T20:19:29Z	2026-09-23T20:19:29Z
rtl-fast	completed	success	2026-09-23T20:29:46Z	2026-09-23T20:29:49Z
verilator-lint	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:20:04Z
Verilator shard 0/5	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:32:37Z
Verilator shard 1/5	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:39:19Z
Verilator shard 2/5	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:25:03Z
Verilator shard 3/5	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:28:27Z
Verilator shard 4/5	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:52:13Z
verilator-suites	completed	success	2026-09-23T20:52:16Z	2026-09-23T20:52:25Z
wire-accountability	completed	success	2026-09-23T20:19:12Z	2026-09-23T20:19:20Z
yosys-elaboration	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:29:43Z
yosys-portability	completed	success	2026-09-23T20:52:30Z	2026-09-23T20:52:39Z
Yosys shard 0/4	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:26:15Z
Yosys shard 1/4	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:22:12Z
Yosys shard 2/4	completed	success	2026-09-23T20:19:32Z	2026-09-23T20:21:33Z
Yosys shard 3/4	completed	success	2026-09-23T20:19:31Z	2026-09-23T20:21:09Z
