2026-09-24T10:40:34Z
bdd-conformance	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:28Z
changes	completed	success	2026-09-24T10:17:16Z	2026-09-24T10:17:32Z
docs-check	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:30:44Z
docs-check-no-git	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:26Z
elaborate	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:27:46Z
full-ci-gate	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:34Z
Physical gPTP (nightly and manual)	completed	skipped	2026-09-24T10:17:35Z	2026-09-24T10:17:34Z
rtl-fast	completed	success	2026-09-24T10:28:05Z	2026-09-24T10:28:07Z
verilator-lint	completed	success	2026-09-24T10:17:35Z	2026-09-24T10:18:04Z
Verilator shard 0/5	completed	success	2026-09-24T10:17:36Z	2026-09-24T10:30:45Z
Verilator shard 1/5	in_progress	-	2026-09-24T10:17:36Z	-
Verilator shard 2/5	completed	success	2026-09-24T10:17:36Z	2026-09-24T10:24:33Z
Verilator shard 3/5	completed	success	2026-09-24T10:17:36Z	2026-09-24T10:23:53Z
Verilator shard 4/5	in_progress	-	2026-09-24T10:17:36Z	-
wire-accountability	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:23Z
yosys-elaboration	completed	success	2026-09-24T10:17:35Z	2026-09-24T10:28:02Z
Yosys shard 0/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:14Z
Yosys shard 1/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:09Z
Yosys shard 2/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:09Z
Yosys shard 3/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:07Z
