yosys-portability	completed	success	d04a61678c9f
verilator-suites	completed	success	d04a61678c9f
rtl-fast	completed	success	d04a61678c9f
Physical gPTP (nightly and manual)	completed	skipped	d04a61678c9f
Verilator shard 2/5	completed	success	d04a61678c9f
Yosys shard 1/4	completed	success	d04a61678c9f
Verilator shard 4/5	completed	success	d04a61678c9f
Verilator shard 0/5	completed	success	d04a61678c9f
Verilator shard 1/5	completed	success	d04a61678c9f
Yosys shard 0/4	completed	success	d04a61678c9f
Yosys shard 2/4	completed	success	d04a61678c9f
Verilator shard 3/5	completed	success	d04a61678c9f
Yosys shard 3/4	completed	success	d04a61678c9f
verilator-lint	completed	success	d04a61678c9f
yosys-elaboration	completed	success	d04a61678c9f
bdd-conformance	completed	success	d04a61678c9f
elaborate	completed	success	d04a61678c9f
changes	completed	success	d04a61678c9f
docs-check	completed	success	d04a61678c9f
wire-accountability	completed	success	d04a61678c9f
docs-check-no-git	completed	success	d04a61678c9f
full-ci-gate	completed	success	d04a61678c9f
