# snapshot 2026-09-25T04:10:07Z, commit 9d66cfe0dc87ffe4a5f45691d5c86b041b050b38, read-only
bdd-conformance	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377153/job/107937312278
changes	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377153/job/107937312479
docs-check	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377187/job/107937312343
docs-check-no-git	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377187/job/107937312211
elaborate	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377207/job/107937312276
full-ci-gate	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937694621
Physical gPTP (nightly and manual)	completed	skipped	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937879225
rtl-fast	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377153/job/107939551853
verilator-lint	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377153/job/107937392728
Verilator shard 0/5	in_progress	-	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878529
Verilator shard 1/5	in_progress	-	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878556
Verilator shard 2/5	in_progress	-	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878515
Verilator shard 3/5	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878532
Verilator shard 4/5	in_progress	-	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878564
wire-accountability	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377187/job/107937312055
yosys-elaboration	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377153/job/107937392708
Yosys shard 0/4	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878494
Yosys shard 1/4	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878492
Yosys shard 2/4	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878578
Yosys shard 3/4	completed	success	https://github.com/kebag-logic/milan-fpga/actions/runs/36092377173/job/107937878598
