bdd-conformance	completed	success	5beebb7c7edd
changes	completed	success	5beebb7c7edd
docs-check	completed	success	5beebb7c7edd
docs-check-no-git	completed	success	5beebb7c7edd
elaborate	completed	success	5beebb7c7edd
full-ci-gate	completed	success	5beebb7c7edd
Physical gPTP (nightly and manual)	completed	skipped	5beebb7c7edd
rtl-fast	completed	success	5beebb7c7edd
verilator-lint	completed	success	5beebb7c7edd
Verilator shard 0/5	completed	success	5beebb7c7edd
Verilator shard 1/5	completed	success	5beebb7c7edd
Verilator shard 2/5	completed	success	5beebb7c7edd
Verilator shard 3/5	completed	success	5beebb7c7edd
Verilator shard 4/5	in_progress	-	5beebb7c7edd
wire-accountability	completed	success	5beebb7c7edd
yosys-elaboration	completed	success	5beebb7c7edd
Yosys shard 0/4	completed	success	5beebb7c7edd
Yosys shard 1/4	completed	success	5beebb7c7edd
Yosys shard 2/4	completed	success	5beebb7c7edd
Yosys shard 3/4	completed	success	5beebb7c7edd
captured 2026-09-25T05:20:07Z
