yosys-portability	completed	success	b5ee412cdc0f
verilator-suites	completed	success	b5ee412cdc0f
rtl-fast	completed	success	b5ee412cdc0f
yosys-elaboration	completed	success	b5ee412cdc0f
verilator-lint	completed	success	b5ee412cdc0f
Physical gPTP (nightly and manual)	completed	skipped	b5ee412cdc0f
Yosys shard 3/4	completed	success	b5ee412cdc0f
Verilator shard 1/5	completed	success	b5ee412cdc0f
Verilator shard 3/5	completed	success	b5ee412cdc0f
Verilator shard 4/5	completed	success	b5ee412cdc0f
Verilator shard 2/5	completed	success	b5ee412cdc0f
Verilator shard 0/5	completed	success	b5ee412cdc0f
Yosys shard 0/4	completed	success	b5ee412cdc0f
Yosys shard 1/4	completed	success	b5ee412cdc0f
Yosys shard 2/4	completed	success	b5ee412cdc0f
bdd-conformance	completed	success	b5ee412cdc0f
changes	completed	success	b5ee412cdc0f
docs-check	completed	success	b5ee412cdc0f
elaborate	completed	success	b5ee412cdc0f
full-ci-gate	completed	success	b5ee412cdc0f
wire-accountability	completed	success	b5ee412cdc0f
docs-check-no-git	completed	success	b5ee412cdc0f
