bdd-conformance	completed	success	2026-09-23T08:36:06Z	2026-09-23T08:36:14Z
changes	completed	success	2026-09-23T08:36:06Z	2026-09-23T08:36:20Z
docs-check	completed	success	2026-09-23T08:36:06Z	2026-09-23T08:48:56Z
docs-check-no-git	completed	success	2026-09-23T08:36:06Z	2026-09-23T08:36:16Z
elaborate	completed	success	2026-09-23T08:36:08Z	2026-09-23T08:46:58Z
full-ci-gate	completed	success	2026-09-23T08:36:06Z	2026-09-23T08:36:25Z
Physical gPTP (nightly and manual)	completed	skipped	2026-09-23T08:36:25Z	2026-09-23T08:36:25Z
rtl-fast	completed	success	2026-09-23T08:42:52Z	2026-09-23T08:42:56Z
verilator-lint	completed	success	2026-09-23T08:36:22Z	2026-09-23T08:36:51Z
Verilator shard 0/5	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:48:30Z
Verilator shard 1/5	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:51:14Z
Verilator shard 2/5	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:42:05Z
Verilator shard 3/5	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:42:06Z
Verilator shard 4/5	completed	success	2026-09-23T08:36:27Z	2026-09-23T09:08:06Z
verilator-suites	completed	success	2026-09-23T09:08:08Z	2026-09-23T09:08:16Z
wire-accountability	completed	success	2026-09-23T08:36:06Z	2026-09-23T08:36:16Z
yosys-elaboration	completed	success	2026-09-23T08:36:23Z	2026-09-23T08:42:50Z
yosys-portability	completed	success	2026-09-23T09:08:18Z	2026-09-23T09:08:23Z
Yosys shard 0/4	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:36:57Z
Yosys shard 1/4	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:37:00Z
Yosys shard 2/4	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:36:56Z
Yosys shard 3/4	completed	success	2026-09-23T08:36:27Z	2026-09-23T08:37:10Z
