t_s	port	src	kind	detail
144.811636374	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55885 li=-3 spid=3cc0c6fffefe02100001
144.930778871	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55886 li=-3 spid=3cc0c6fffefe02100001
144.931494680	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55886 li=-3 spid=3cc0c6fffefe02100001
145.001042596	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63983 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
145.060895049	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55887 li=-3 spid=3cc0c6fffefe02100001
145.061622443	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55887 li=-3 spid=3cc0c6fffefe02100001
145.180874356	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55888 li=-3 spid=3cc0c6fffefe02100001
145.181609333	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55888 li=-3 spid=3cc0c6fffefe02100001
145.310851526	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55889 li=-3 spid=3cc0c6fffefe02100001
145.311585927	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55889 li=-3 spid=3cc0c6fffefe02100001
145.351658750	3	02:00:00:00:00:01	MSRP	
145.430789832	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55890 li=-3 spid=3cc0c6fffefe02100001
145.431522034	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55890 li=-3 spid=3cc0c6fffefe02100001
145.551662012	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1456 li=0 spid=020000fffe0000010001
145.552420350	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1456 li=127 spid=3cc0c6fffefe02100001
145.553403337	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1456 li=127 spid=3cc0c6fffefe02100001
145.570037472	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55891 li=-3 spid=3cc0c6fffefe02100001
145.570615689	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55891 li=-3 spid=3cc0c6fffefe02100001
145.600322919	2	3c:c0:c6:fe:02:11	MVRP	
145.620758271	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1548 li=0 spid=3cc0c6fffefe02100001
145.620769271	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1548 li=127 spid=020000fffe0000010001
145.620776831	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1548 li=127 spid=020000fffe0000010001
145.621371081	2	3c:c0:c6:01:02:03	MAAP	
145.680858309	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55892 li=-3 spid=3cc0c6fffefe02100001
145.681607726	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55892 li=-3 spid=3cc0c6fffefe02100001
145.810924695	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55893 li=-3 spid=3cc0c6fffefe02100001
145.811658113	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55893 li=-3 spid=3cc0c6fffefe02100001
145.930784993	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55894 li=-3 spid=3cc0c6fffefe02100001
145.931501795	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55894 li=-3 spid=3cc0c6fffefe02100001
145.940138471	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
145.991657704	3	02:00:00:00:00:01	MAAP	
146.001058926	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63984 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
146.060920371	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55895 li=-3 spid=3cc0c6fffefe02100001
146.061650589	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55895 li=-3 spid=3cc0c6fffefe02100001
146.180868861	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55896 li=-3 spid=3cc0c6fffefe02100001
146.181602079	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55896 li=-3 spid=3cc0c6fffefe02100001
146.310857871	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55897 li=-3 spid=3cc0c6fffefe02100001
146.311592657	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55897 li=-3 spid=3cc0c6fffefe02100001
146.351661423	3	02:00:00:00:00:01	MSRP	
146.352032768	2	3c:c0:c6:fe:02:11	MSRP	
146.430795954	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55898 li=-3 spid=3cc0c6fffefe02100001
146.431529979	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55898 li=-3 spid=3cc0c6fffefe02100001
146.450681288	2	3c:c0:c6:fe:02:11	MSRP	
146.551664342	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1457 li=0 spid=020000fffe0000010001
146.552423880	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1457 li=127 spid=3cc0c6fffefe02100001
146.553413674	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1457 li=127 spid=3cc0c6fffefe02100001
146.570047401	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55899 li=-3 spid=3cc0c6fffefe02100001
146.570625619	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55899 li=-3 spid=3cc0c6fffefe02100001
146.600092848	2	3c:c0:c6:fe:02:11	MVRP	
146.620780393	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1549 li=0 spid=3cc0c6fffefe02100001
146.620791393	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1549 li=127 spid=020000fffe0000010001
146.620798953	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1549 li=127 spid=020000fffe0000010001
146.680865038	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55900 li=-3 spid=3cc0c6fffefe02100001
146.681609040	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55900 li=-3 spid=3cc0c6fffefe02100001
146.810914816	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55901 li=-3 spid=3cc0c6fffefe02100001
146.811644418	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55901 li=-3 spid=3cc0c6fffefe02100001
146.930790114	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55902 li=-3 spid=3cc0c6fffefe02100001
146.931506540	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55902 li=-3 spid=3cc0c6fffefe02100001
147.001068247	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63985 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
147.060903092	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55903 li=-3 spid=3cc0c6fffefe02100001
147.061631102	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55903 li=-3 spid=3cc0c6fffefe02100001
147.180894815	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55904 li=-3 spid=3cc0c6fffefe02100001
147.181627616	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55904 li=-3 spid=3cc0c6fffefe02100001
147.310888976	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55905 li=-3 spid=3cc0c6fffefe02100001
147.311624594	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55905 li=-3 spid=3cc0c6fffefe02100001
147.351663392	3	02:00:00:00:00:01	MSRP	
147.430810258	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55906 li=-3 spid=3cc0c6fffefe02100001
147.431544668	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55906 li=-3 spid=3cc0c6fffefe02100001
147.551666655	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1458 li=0 spid=020000fffe0000010001
147.552414601	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1458 li=127 spid=3cc0c6fffefe02100001
147.553399211	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1458 li=127 spid=3cc0c6fffefe02100001
147.570057322	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55907 li=-3 spid=3cc0c6fffefe02100001
147.570636147	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55907 li=-3 spid=3cc0c6fffefe02100001
147.600335153	2	3c:c0:c6:fe:02:11	MVRP	
147.620810089	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1550 li=0 spid=3cc0c6fffefe02100001
147.620821081	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1550 li=127 spid=020000fffe0000010001
147.620828641	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1550 li=127 spid=020000fffe0000010001
147.680861775	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55908 li=-3 spid=3cc0c6fffefe02100001
147.681606768	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55908 li=-3 spid=3cc0c6fffefe02100001
147.810917344	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55909 li=-3 spid=3cc0c6fffefe02100001
147.811648546	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55909 li=-3 spid=3cc0c6fffefe02100001
147.894976374	2	68:05:ca:95:b2:ed	AECP	
147.895007798	3	02:00:00:00:00:01	AECP	
147.895161974	2	68:05:ca:95:b2:ed	AECP	
147.895189798	3	02:00:00:00:00:01	AECP	
147.930803234	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55910 li=-3 spid=3cc0c6fffefe02100001
147.931519659	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55910 li=-3 spid=3cc0c6fffefe02100001
147.940154504	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
147.942159932	2	3c:c0:c6:01:02:03	ADP	eid=3cc0c60102030000 gm=3cc0c6fffefe0210
148.001078775	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63986 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
148.060912019	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55911 li=-3 spid=3cc0c6fffefe02100001
148.061642621	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55911 li=-3 spid=3cc0c6fffefe02100001
148.180880125	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55912 li=-3 spid=3cc0c6fffefe02100001
148.181612319	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55912 li=-3 spid=3cc0c6fffefe02100001
148.310874510	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55913 li=-3 spid=3cc0c6fffefe02100001
148.311607280	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55913 li=-3 spid=3cc0c6fffefe02100001
148.327666718	3	02:00:00:00:00:01	ADP	eid=020000fffe000001 gm=3cc0c6fffefe0210
148.351665702	3	02:00:00:00:00:01	MSRP	
148.430817392	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55914 li=-3 spid=3cc0c6fffefe02100001
148.431550809	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55914 li=-3 spid=3cc0c6fffefe02100001
148.551668956	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1459 li=0 spid=020000fffe0000010001
148.552436325	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1459 li=127 spid=3cc0c6fffefe02100001
148.553550320	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1459 li=127 spid=3cc0c6fffefe02100001
148.570057255	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55915 li=-3 spid=3cc0c6fffefe02100001
148.570639056	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55915 li=-3 spid=3cc0c6fffefe02100001
148.600162285	2	3c:c0:c6:fe:02:11	MVRP	
148.620780422	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1551 li=0 spid=3cc0c6fffefe02100001
148.620791406	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1551 li=127 spid=020000fffe0000010001
148.620798966	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1551 li=127 spid=020000fffe0000010001
148.681034859	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55916 li=-3 spid=3cc0c6fffefe02100001
148.681782101	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55916 li=-3 spid=3cc0c6fffefe02100001
148.810941052	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55917 li=-3 spid=3cc0c6fffefe02100001
148.811673478	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55917 li=-3 spid=3cc0c6fffefe02100001
148.930808966	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55918 li=-3 spid=3cc0c6fffefe02100001
148.931526760	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55918 li=-3 spid=3cc0c6fffefe02100001
149.001078483	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63987 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
149.060913944	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55919 li=-3 spid=3cc0c6fffefe02100001
149.061644121	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55919 li=-3 spid=3cc0c6fffefe02100001
149.180863834	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55920 li=-3 spid=3cc0c6fffefe02100001
149.181598243	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55920 li=-3 spid=3cc0c6fffefe02100001
149.310881195	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55921 li=-3 spid=3cc0c6fffefe02100001
149.311619829	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55921 li=-3 spid=3cc0c6fffefe02100001
149.351667995	3	02:00:00:00:00:01	MSRP	
149.430826901	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55922 li=-3 spid=3cc0c6fffefe02100001
149.431565527	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55922 li=-3 spid=3cc0c6fffefe02100001
149.551671257	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1460 li=0 spid=020000fffe0000010001
149.552484651	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1460 li=127 spid=3cc0c6fffefe02100001
149.553471853	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1460 li=127 spid=3cc0c6fffefe02100001
149.570076172	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55923 li=-3 spid=3cc0c6fffefe02100001
149.570656366	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55923 li=-3 spid=3cc0c6fffefe02100001
149.600346995	2	3c:c0:c6:fe:02:11	MVRP	
149.620787755	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1552 li=0 spid=3cc0c6fffefe02100001
149.620798755	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1552 li=127 spid=020000fffe0000010001
149.620806315	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1552 li=127 spid=020000fffe0000010001
149.680900209	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55924 li=-3 spid=3cc0c6fffefe02100001
149.681634610	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55924 li=-3 spid=3cc0c6fffefe02100001
149.810945794	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55925 li=-3 spid=3cc0c6fffefe02100001
149.811677988	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55925 li=-3 spid=3cc0c6fffefe02100001
149.930819491	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55926 li=-3 spid=3cc0c6fffefe02100001
149.931537869	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55926 li=-3 spid=3cc0c6fffefe02100001
149.940169545	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
150.001094424	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63988 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
150.060950453	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55927 li=-3 spid=3cc0c6fffefe02100001
150.061685470	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55927 li=-3 spid=3cc0c6fffefe02100001
150.093667177	3	02:00:00:00:00:01	MAAP	
150.180866974	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55928 li=-3 spid=3cc0c6fffefe02100001
150.181604960	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55928 li=-3 spid=3cc0c6fffefe02100001
150.310921935	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55929 li=-3 spid=3cc0c6fffefe02100001
150.311658545	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55929 li=-3 spid=3cc0c6fffefe02100001
150.351670295	3	02:00:00:00:00:01	MSRP	
150.430828848	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55930 li=-3 spid=3cc0c6fffefe02100001
150.431564826	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55930 li=-3 spid=3cc0c6fffefe02100001
150.551673540	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1461 li=0 spid=020000fffe0000010001
150.552444358	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1461 li=127 spid=3cc0c6fffefe02100001
150.553432168	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1461 li=127 spid=3cc0c6fffefe02100001
150.570103687	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55931 li=-3 spid=3cc0c6fffefe02100001
150.570675504	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55931 li=-3 spid=3cc0c6fffefe02100001
150.600194894	2	3c:c0:c6:fe:02:11	MVRP	
150.620792870	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1553 li=0 spid=3cc0c6fffefe02100001
150.620803862	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1553 li=127 spid=020000fffe0000010001
150.620811422	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1553 li=127 spid=020000fffe0000010001
150.680892523	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55932 li=-3 spid=3cc0c6fffefe02100001
150.681639117	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55932 li=-3 spid=3cc0c6fffefe02100001
150.810964700	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55933 li=-3 spid=3cc0c6fffefe02100001
150.811697502	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55933 li=-3 spid=3cc0c6fffefe02100001
150.930827806	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55934 li=-3 spid=3cc0c6fffefe02100001
150.931549416	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55934 li=-3 spid=3cc0c6fffefe02100001
151.001090931	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63989 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
151.060930576	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55935 li=-3 spid=3cc0c6fffefe02100001
151.061656985	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55935 li=-3 spid=3cc0c6fffefe02100001
151.180901274	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55936 li=-3 spid=3cc0c6fffefe02100001
151.181637275	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55936 li=-3 spid=3cc0c6fffefe02100001
151.240245525	2	3c:c0:c6:fe:02:11	MVRP	
151.310923467	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55937 li=-3 spid=3cc0c6fffefe02100001
151.311658253	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55937 li=-3 spid=3cc0c6fffefe02100001
151.351672595	3	02:00:00:00:00:01	MSRP	
151.430837165	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55938 li=-3 spid=3cc0c6fffefe02100001
151.431571574	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55938 li=-3 spid=3cc0c6fffefe02100001
151.551675857	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1462 li=0 spid=020000fffe0000010001
151.552447266	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1462 li=127 spid=3cc0c6fffefe02100001
151.553437293	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1462 li=127 spid=3cc0c6fffefe02100001
151.570082596	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55939 li=-3 spid=3cc0c6fffefe02100001
151.570868814	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55939 li=-3 spid=3cc0c6fffefe02100001
151.600364843	2	3c:c0:c6:fe:02:11	MVRP	
151.620795363	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1554 li=0 spid=3cc0c6fffefe02100001
151.620806363	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1554 li=127 spid=020000fffe0000010001
151.620813923	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1554 li=127 spid=020000fffe0000010001
151.680900840	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55940 li=-3 spid=3cc0c6fffefe02100001
151.681629450	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55940 li=-3 spid=3cc0c6fffefe02100001
151.810978426	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55941 li=-3 spid=3cc0c6fffefe02100001
151.811712220	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55941 li=-3 spid=3cc0c6fffefe02100001
151.930829692	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55942 li=-3 spid=3cc0c6fffefe02100001
151.931546533	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55942 li=-3 spid=3cc0c6fffefe02100001
151.940300394	2	3c:c0:c6:fe:02:10	ethertype 0x0800	
151.940505994	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
152.001156049	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63990 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
152.060937493	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55943 li=-3 spid=3cc0c6fffefe02100001
152.061667095	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55943 li=-3 spid=3cc0c6fffefe02100001
152.180886999	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55944 li=-3 spid=3cc0c6fffefe02100001
152.181624609	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55944 li=-3 spid=3cc0c6fffefe02100001
152.310940585	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55945 li=-3 spid=3cc0c6fffefe02100001
152.311680179	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55945 li=-3 spid=3cc0c6fffefe02100001
152.351674889	3	02:00:00:00:00:01	MSRP	
152.430847891	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55946 li=-3 spid=3cc0c6fffefe02100001
152.431581685	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55946 li=-3 spid=3cc0c6fffefe02100001
152.551678159	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1463 li=0 spid=020000fffe0000010001
152.552441985	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1463 li=127 spid=3cc0c6fffefe02100001
152.553427595	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1463 li=127 spid=3cc0c6fffefe02100001
152.570090122	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55947 li=-3 spid=3cc0c6fffefe02100001
152.570656140	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55947 li=-3 spid=3cc0c6fffefe02100001
152.600183945	2	3c:c0:c6:fe:02:11	MVRP	
152.620801706	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1555 li=0 spid=3cc0c6fffefe02100001
152.620812690	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1555 li=127 spid=020000fffe0000010001
152.620820250	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1555 li=127 spid=020000fffe0000010001
152.680931335	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55948 li=-3 spid=3cc0c6fffefe02100001
152.681677361	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55948 li=-3 spid=3cc0c6fffefe02100001
152.810968353	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55949 li=-3 spid=3cc0c6fffefe02100001
152.811702755	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55949 li=-3 spid=3cc0c6fffefe02100001
152.895000566	2	68:05:ca:95:b2:ed	AECP	
152.895032934	3	02:00:00:00:00:01	AECP	
152.895188983	2	68:05:ca:95:b2:ed	AECP	
152.895216975	3	02:00:00:00:00:01	AECP	
152.930839235	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55950 li=-3 spid=3cc0c6fffefe02100001
152.931555044	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55950 li=-3 spid=3cc0c6fffefe02100001
153.001122160	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63991 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
153.060950613	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55951 li=-3 spid=3cc0c6fffefe02100001
153.061677630	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55951 li=-3 spid=3cc0c6fffefe02100001
153.180887935	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55952 li=-3 spid=3cc0c6fffefe02100001
153.181623328	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55952 li=-3 spid=3cc0c6fffefe02100001
153.310924912	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55953 li=-3 spid=3cc0c6fffefe02100001
153.311661298	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55953 li=-3 spid=3cc0c6fffefe02100001
153.351677224	3	02:00:00:00:00:01	MSRP	
153.430854002	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55954 li=-3 spid=3cc0c6fffefe02100001
153.431587804	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55954 li=-3 spid=3cc0c6fffefe02100001
153.551680495	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1464 li=0 spid=020000fffe0000010001
153.552448712	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1464 li=127 spid=3cc0c6fffefe02100001
153.553437515	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1464 li=127 spid=3cc0c6fffefe02100001
153.570100042	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=55955 li=-3 spid=3cc0c6fffefe02100001
153.570664459	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=55955 li=-3 spid=3cc0c6fffefe02100001
153.600428081	2	3c:c0:c6:fe:02:11	MVRP	
153.620813225	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1556 li=0 spid=3cc0c6fffefe02100001
153.620824209	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1556 li=127 spid=020000fffe0000010001
