t_s	port	src	kind	detail
0.000000000	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63838 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
0.059831045	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54727 li=-3 spid=3cc0c6fffefe02100001
0.060562247	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54727 li=-3 spid=3cc0c6fffefe02100001
0.179784359	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54728 li=-3 spid=3cc0c6fffefe02100001
0.180520753	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54728 li=-3 spid=3cc0c6fffefe02100001
0.249660283	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1403 li=0 spid=3cc0c6fffefe02100001
0.249671267	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1403 li=127 spid=020000fffe0000010001
0.249678827	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1403 li=127 spid=020000fffe0000010001
0.309774937	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54729 li=-3 spid=3cc0c6fffefe02100001
0.310512930	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54729 li=-3 spid=3cc0c6fffefe02100001
0.351322202	3	02:00:00:00:00:01	MSRP	
0.429706243	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54730 li=-3 spid=3cc0c6fffefe02100001
0.430441028	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54730 li=-3 spid=3cc0c6fffefe02100001
0.537320119	3	02:00:00:00:00:01	MAAP	
0.551325464	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1311 li=0 spid=020000fffe0000010001
0.552084346	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1311 li=127 spid=3cc0c6fffefe02100001
0.553067364	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1311 li=127 spid=3cc0c6fffefe02100001
0.568950074	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54731 li=-3 spid=3cc0c6fffefe02100001
0.569528891	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54731 li=-3 spid=3cc0c6fffefe02100001
0.599063097	2	3c:c0:c6:fe:02:11	MVRP	
0.679760926	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54732 li=-3 spid=3cc0c6fffefe02100001
0.680503712	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54732 li=-3 spid=3cc0c6fffefe02100001
0.809800496	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54733 li=-3 spid=3cc0c6fffefe02100001
0.810533906	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54733 li=-3 spid=3cc0c6fffefe02100001
0.929726002	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54734 li=-3 spid=3cc0c6fffefe02100001
0.930455004	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54734 li=-3 spid=3cc0c6fffefe02100001
0.999966727	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63839 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
1.059838948	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54735 li=-3 spid=3cc0c6fffefe02100001
1.060570574	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54735 li=-3 spid=3cc0c6fffefe02100001
1.179769678	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54736 li=-3 spid=3cc0c6fffefe02100001
1.180501872	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54736 li=-3 spid=3cc0c6fffefe02100001
1.239126730	2	3c:c0:c6:fe:02:11	MVRP	
1.249721403	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1404 li=0 spid=3cc0c6fffefe02100001
1.249732395	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1404 li=127 spid=020000fffe0000010001
1.249739955	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1404 li=127 spid=020000fffe0000010001
1.309768864	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54737 li=-3 spid=3cc0c6fffefe02100001
1.310505250	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54737 li=-3 spid=3cc0c6fffefe02100001
1.351324529	3	02:00:00:00:00:01	MSRP	
1.429708546	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54738 li=-3 spid=3cc0c6fffefe02100001
1.430445164	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54738 li=-3 spid=3cc0c6fffefe02100001
1.551327800	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1312 li=0 spid=020000fffe0000010001
1.552095482	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1312 li=127 spid=3cc0c6fffefe02100001
1.553084676	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1312 li=127 spid=3cc0c6fffefe02100001
1.568955193	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54739 li=-3 spid=3cc0c6fffefe02100001
1.569536003	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54739 li=-3 spid=3cc0c6fffefe02100001
1.599235232	2	3c:c0:c6:fe:02:11	MVRP	
1.679767646	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54740 li=-3 spid=3cc0c6fffefe02100001
1.680508448	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54740 li=-3 spid=3cc0c6fffefe02100001
1.809818416	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54741 li=-3 spid=3cc0c6fffefe02100001
1.810551825	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54741 li=-3 spid=3cc0c6fffefe02100001
1.929727890	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54742 li=-3 spid=3cc0c6fffefe02100001
1.930458523	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54742 li=-3 spid=3cc0c6fffefe02100001
1.939173976	2	3c:c0:c6:fe:02:10	ethertype 0x0800	
1.939381792	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
2.000016839	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63840 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
2.059859268	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54743 li=-3 spid=3cc0c6fffefe02100001
2.060586701	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54743 li=-3 spid=3cc0c6fffefe02100001
2.179749390	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54744 li=-3 spid=3cc0c6fffefe02100001
2.180482799	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54744 li=-3 spid=3cc0c6fffefe02100001
2.249687322	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1405 li=0 spid=3cc0c6fffefe02100001
2.249698322	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1405 li=127 spid=020000fffe0000010001
2.249705882	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1405 li=127 spid=020000fffe0000010001
2.309776767	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54745 li=-3 spid=3cc0c6fffefe02100001
2.310510785	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54745 li=-3 spid=3cc0c6fffefe02100001
2.351326865	3	02:00:00:00:00:01	MSRP	
2.429720481	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54746 li=-3 spid=3cc0c6fffefe02100001
2.430456491	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54746 li=-3 spid=3cc0c6fffefe02100001
2.551327303	3	02:00:00:00:00:01	MSRP	
2.551330119	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1313 li=0 spid=020000fffe0000010001
2.552143009	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1313 li=127 spid=3cc0c6fffefe02100001
2.553132804	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1313 li=127 spid=3cc0c6fffefe02100001
2.554096622	2	3c:c0:c6:fe:02:11	MSRP	
2.568967129	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54747 li=-3 spid=3cc0c6fffefe02100001
2.569597538	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54747 li=-3 spid=3cc0c6fffefe02100001
2.599052960	2	3c:c0:c6:fe:02:11	MVRP	
2.649562526	2	3c:c0:c6:fe:02:11	MSRP	
2.679842366	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54748 li=-3 spid=3cc0c6fffefe02100001
2.680585767	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54748 li=-3 spid=3cc0c6fffefe02100001
2.809820144	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54749 li=-3 spid=3cc0c6fffefe02100001
2.810552953	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54749 li=-3 spid=3cc0c6fffefe02100001
2.893919558	2	68:05:ca:95:b2:ed	AECP	
2.893951198	3	02:00:00:00:00:01	AECP	
2.894080774	2	68:05:ca:95:b2:ed	AECP	
2.894108390	3	02:00:00:00:00:01	AECP	
2.929737050	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54750 li=-3 spid=3cc0c6fffefe02100001
2.930466044	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54750 li=-3 spid=3cc0c6fffefe02100001
2.999988360	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63841 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
3.059847213	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54751 li=-3 spid=3cc0c6fffefe02100001
3.060577423	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54751 li=-3 spid=3cc0c6fffefe02100001
3.110381796	2	3c:c0:c6:01:02:03	ADP	eid=3cc0c60102030000 gm=3cc0c6fffefe0210
3.179760911	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54752 li=-3 spid=3cc0c6fffefe02100001
3.180493337	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54752 li=-3 spid=3cc0c6fffefe02100001
3.249697852	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1406 li=0 spid=3cc0c6fffefe02100001
3.249708852	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1406 li=127 spid=020000fffe0000010001
3.249716412	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1406 li=127 spid=020000fffe0000010001
3.309799490	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54753 li=-3 spid=3cc0c6fffefe02100001
3.310533900	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54753 li=-3 spid=3cc0c6fffefe02100001
3.351329172	3	02:00:00:00:00:01	MSRP	
3.429721805	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54754 li=-3 spid=3cc0c6fffefe02100001
3.430454606	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54754 li=-3 spid=3cc0c6fffefe02100001
3.551332443	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1314 li=0 spid=020000fffe0000010001
3.552101125	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1314 li=127 spid=3cc0c6fffefe02100001
3.553087727	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1314 li=127 spid=3cc0c6fffefe02100001
3.568973829	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54755 li=-3 spid=3cc0c6fffefe02100001
3.569552454	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54755 li=-3 spid=3cc0c6fffefe02100001
3.599274052	2	3c:c0:c6:fe:02:11	MVRP	
3.679781890	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54756 li=-3 spid=3cc0c6fffefe02100001
3.680526892	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54756 li=-3 spid=3cc0c6fffefe02100001
3.809828476	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54757 li=-3 spid=3cc0c6fffefe02100001
3.810562270	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54757 li=-3 spid=3cc0c6fffefe02100001
3.929791167	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54758 li=-3 spid=3cc0c6fffefe02100001
3.930515976	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54758 li=-3 spid=3cc0c6fffefe02100001
3.939070436	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
3.999997876	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63842 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
4.059854545	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54759 li=-3 spid=3cc0c6fffefe02100001
4.060582555	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54759 li=-3 spid=3cc0c6fffefe02100001
4.179792827	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54760 li=-3 spid=3cc0c6fffefe02100001
4.180528861	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54760 li=-3 spid=3cc0c6fffefe02100001
4.249764776	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1407 li=0 spid=3cc0c6fffefe02100001
4.249775776	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1407 li=127 spid=020000fffe0000010001
4.249783336	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1407 li=127 spid=020000fffe0000010001
4.309870221	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54761 li=-3 spid=3cc0c6fffefe02100001
4.310604623	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54761 li=-3 spid=3cc0c6fffefe02100001
4.351331479	3	02:00:00:00:00:01	MSRP	
4.429739120	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54762 li=-3 spid=3cc0c6fffefe02100001
4.430473145	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54762 li=-3 spid=3cc0c6fffefe02100001
4.551334750	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1315 li=0 spid=020000fffe0000010001
4.552101448	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1315 li=127 spid=3cc0c6fffefe02100001
4.553091250	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1315 li=127 spid=3cc0c6fffefe02100001
4.568977768	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54763 li=-3 spid=3cc0c6fffefe02100001
4.569556977	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54763 li=-3 spid=3cc0c6fffefe02100001
4.599081806	2	3c:c0:c6:fe:02:11	MVRP	
4.679786412	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54764 li=-3 spid=3cc0c6fffefe02100001
4.680531406	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54764 li=-3 spid=3cc0c6fffefe02100001
4.809849599	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54765 li=-3 spid=3cc0c6fffefe02100001
4.810582792	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54765 li=-3 spid=3cc0c6fffefe02100001
4.816330054	3	02:00:00:00:00:01	MAAP	
4.929747305	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54766 li=-3 spid=3cc0c6fffefe02100001
4.930474698	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54766 li=-3 spid=3cc0c6fffefe02100001
4.999998614	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63843 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
5.059862875	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54767 li=-3 spid=3cc0c6fffefe02100001
5.060593469	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54767 li=-3 spid=3cc0c6fffefe02100001
5.179771165	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54768 li=-3 spid=3cc0c6fffefe02100001
5.180503591	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54768 li=-3 spid=3cc0c6fffefe02100001
5.249690506	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1408 li=0 spid=3cc0c6fffefe02100001
5.249701506	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1408 li=127 spid=020000fffe0000010001
5.249709066	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1408 li=127 spid=020000fffe0000010001
5.309829551	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54769 li=-3 spid=3cc0c6fffefe02100001
5.310566553	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54769 li=-3 spid=3cc0c6fffefe02100001
5.351333817	3	02:00:00:00:00:01	MSRP	
5.404335006	3	02:00:00:00:00:01	ADP	eid=020000fffe000001 gm=3cc0c6fffefe0210
5.429761849	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54770 li=-3 spid=3cc0c6fffefe02100001
5.430496859	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54770 li=-3 spid=3cc0c6fffefe02100001
5.551337088	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1316 li=0 spid=020000fffe0000010001
5.552101169	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1316 li=127 spid=3cc0c6fffefe02100001
5.553090588	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1316 li=127 spid=3cc0c6fffefe02100001
5.568985681	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54771 li=-3 spid=3cc0c6fffefe02100001
5.569563322	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54771 li=-3 spid=3cc0c6fffefe02100001
5.599265144	2	3c:c0:c6:fe:02:11	MVRP	
5.679825718	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54772 li=-3 spid=3cc0c6fffefe02100001
5.680570744	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54772 li=-3 spid=3cc0c6fffefe02100001
5.809851912	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54773 li=-3 spid=3cc0c6fffefe02100001
5.810585330	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54773 li=-3 spid=3cc0c6fffefe02100001
5.929759826	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54774 li=-3 spid=3cc0c6fffefe02100001
5.930487828	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54774 li=-3 spid=3cc0c6fffefe02100001
5.939084504	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
6.000013343	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63844 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
6.059891012	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54775 li=-3 spid=3cc0c6fffefe02100001
6.060616806	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54775 li=-3 spid=3cc0c6fffefe02100001
6.179781102	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54776 li=-3 spid=3cc0c6fffefe02100001
6.180511920	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54776 li=-3 spid=3cc0c6fffefe02100001
6.249699835	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1409 li=0 spid=3cc0c6fffefe02100001
6.249710835	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1409 li=127 spid=020000fffe0000010001
6.249718395	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1409 li=127 spid=020000fffe0000010001
6.309846496	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54777 li=-3 spid=3cc0c6fffefe02100001
6.310581890	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54777 li=-3 spid=3cc0c6fffefe02100001
6.351336154	3	02:00:00:00:00:01	MSRP	
6.429748386	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54778 li=-3 spid=3cc0c6fffefe02100001
6.430485388	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54778 li=-3 spid=3cc0c6fffefe02100001
6.551339424	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1317 li=0 spid=020000fffe0000010001
6.552098306	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1317 li=127 spid=3cc0c6fffefe02100001
6.553089316	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1317 li=127 spid=3cc0c6fffefe02100001
6.568995034	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54779 li=-3 spid=3cc0c6fffefe02100001
6.569571651	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54779 li=-3 spid=3cc0c6fffefe02100001
6.599051457	2	3c:c0:c6:fe:02:11	MVRP	
6.679802079	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54780 li=-3 spid=3cc0c6fffefe02100001
6.680545480	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54780 li=-3 spid=3cc0c6fffefe02100001
6.809879441	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54781 li=-3 spid=3cc0c6fffefe02100001
6.810611866	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54781 li=-3 spid=3cc0c6fffefe02100001
6.929768155	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54782 li=-3 spid=3cc0c6fffefe02100001
6.930497148	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54782 li=-3 spid=3cc0c6fffefe02100001
7.000000872	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63845 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
7.059875725	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54783 li=-3 spid=3cc0c6fffefe02100001
7.060608142	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54783 li=-3 spid=3cc0c6fffefe02100001
7.179816239	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54784 li=-3 spid=3cc0c6fffefe02100001
7.180548441	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54784 li=-3 spid=3cc0c6fffefe02100001
7.249709155	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1410 li=0 spid=3cc0c6fffefe02100001
7.249720147	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1410 li=127 spid=020000fffe0000010001
7.249727715	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1410 li=127 spid=020000fffe0000010001
7.309816417	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54785 li=-3 spid=3cc0c6fffefe02100001
7.310555018	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54785 li=-3 spid=3cc0c6fffefe02100001
7.351338466	3	02:00:00:00:00:01	MSRP	
7.429752907	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54786 li=-3 spid=3cc0c6fffefe02100001
7.430489517	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54786 li=-3 spid=3cc0c6fffefe02100001
7.551341729	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1318 li=0 spid=020000fffe0000010001
7.552116835	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1318 li=127 spid=3cc0c6fffefe02100001
7.553103053	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1318 li=127 spid=3cc0c6fffefe02100001
7.569002754	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54787 li=-3 spid=3cc0c6fffefe02100001
7.569583556	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54787 li=-3 spid=3cc0c6fffefe02100001
7.599268394	2	3c:c0:c6:fe:02:11	MVRP	
7.679850791	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54788 li=-3 spid=3cc0c6fffefe02100001
7.680595401	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54788 li=-3 spid=3cc0c6fffefe02100001
7.809869177	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54789 li=-3 spid=3cc0c6fffefe02100001
7.810598171	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54789 li=-3 spid=3cc0c6fffefe02100001
7.866337150	3	02:00:00:00:00:01	MAAP	
7.894973017	2	68:05:ca:95:b2:ed	AECP	
7.895005313	3	02:00:00:00:00:01	AECP	
7.895173626	2	68:05:ca:95:b2:ed	AECP	
7.895201754	3	02:00:00:00:00:01	AECP	
7.929775875	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54790 li=-3 spid=3cc0c6fffefe02100001
7.930504485	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54790 li=-3 spid=3cc0c6fffefe02100001
7.939100553	2	3c:c0:c6:fe:02:11	ethertype 0x0027	
8.000020016	2	3c:c0:c6:fe:02:11	gPTP Announce	seq=63846 li=0 spid=3cc0c6fffefe02100001 gm=3cc0c6fffefe0210 p1=246 sr=0
8.059891669	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54791 li=-3 spid=3cc0c6fffefe02100001
8.060618071	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54791 li=-3 spid=3cc0c6fffefe02100001
8.179796159	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54792 li=-3 spid=3cc0c6fffefe02100001
8.180531169	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54792 li=-3 spid=3cc0c6fffefe02100001
8.249711084	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Req	seq=1411 li=0 spid=3cc0c6fffefe02100001
8.249722092	3	02:00:00:00:00:01	gPTP Pdelay_Resp	seq=1411 li=127 spid=020000fffe0000010001
8.249729652	3	02:00:00:00:00:01	gPTP Pdelay_Resp_Follow_Up	seq=1411 li=127 spid=020000fffe0000010001
8.309820945	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54793 li=-3 spid=3cc0c6fffefe02100001
8.310556947	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54793 li=-3 spid=3cc0c6fffefe02100001
8.351340803	3	02:00:00:00:00:01	MSRP	
8.429763443	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54794 li=-3 spid=3cc0c6fffefe02100001
8.430500445	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54794 li=-3 spid=3cc0c6fffefe02100001
8.551344065	3	02:00:00:00:00:01	gPTP Pdelay_Req	seq=1319 li=0 spid=020000fffe0000010001
8.552110163	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp	seq=1319 li=127 spid=3cc0c6fffefe02100001
8.553095381	2	3c:c0:c6:fe:02:11	gPTP Pdelay_Resp_Follow_Up	seq=1319 li=127 spid=3cc0c6fffefe02100001
8.569008499	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54795 li=-3 spid=3cc0c6fffefe02100001
8.569589908	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54795 li=-3 spid=3cc0c6fffefe02100001
8.599112529	2	3c:c0:c6:fe:02:11	MVRP	
8.679850703	2	3c:c0:c6:fe:02:11	gPTP Sync	seq=54796 li=-3 spid=3cc0c6fffefe02100001
8.680597337	2	3c:c0:c6:fe:02:11	gPTP Follow_Up	seq=54796 li=-3 spid=3cc0c6fffefe02100001
