# queried 2026-09-25T13:04:46Z for b3458db0db5a7c8b15582d80b492620f05f62e70
bdd-conformance	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
changes	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
docs-check	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
docs-check-no-git	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
elaborate	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
full-ci-gate	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Physical gPTP (nightly and manual)	completed	skipped	b3458db0db5a7c8b15582d80b492620f05f62e70
rtl-fast	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
verilator-lint	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Verilator shard 0/5	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Verilator shard 1/5	in_progress	-	b3458db0db5a7c8b15582d80b492620f05f62e70
Verilator shard 2/5	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Verilator shard 3/5	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Verilator shard 4/5	in_progress	-	b3458db0db5a7c8b15582d80b492620f05f62e70
wire-accountability	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
yosys-elaboration	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Yosys shard 0/4	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Yosys shard 1/4	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Yosys shard 2/4	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
Yosys shard 3/4	completed	success	b3458db0db5a7c8b15582d80b492620f05f62e70
