baseline-ooc	0	108.1	2026-09-24T15:06:42.876969+00:00
docs-initial	0	0.6	2026-09-24T15:13:54.001656+00:00
lint-contract	0	0.3	2026-09-24T15:14:23.274869+00:00
engine-run	0	127.3	2026-09-24T15:14:37.205828+00:00
candidate-ooc	0	103.9	2026-09-24T15:16:05.655873+00:00
candidate-ooc-final	0	98.7	2026-09-24T15:17:56.277574+00:00
engine-final	0	127.9	2026-09-24T15:20:18.301593+00:00
all	0	1560.3	2026-09-24T15:41:05.528836+00:00
