bdd-conformance	completed	success	68117c0bec0b
changes	completed	success	68117c0bec0b
docs-check	completed	success	68117c0bec0b
docs-check-no-git	completed	success	68117c0bec0b
elaborate	completed	success	68117c0bec0b
full-ci-gate	completed	success	68117c0bec0b
Physical gPTP (nightly and manual)	completed	skipped	68117c0bec0b
rtl-fast	completed	success	68117c0bec0b
verilator-lint	completed	success	68117c0bec0b
Verilator shard 0/5	completed	success	68117c0bec0b
Verilator shard 1/5	completed	success	68117c0bec0b
Verilator shard 2/5	completed	success	68117c0bec0b
Verilator shard 3/5	completed	success	68117c0bec0b
Verilator shard 4/5	completed	success	68117c0bec0b
verilator-suites	completed	success	68117c0bec0b
wire-accountability	completed	success	68117c0bec0b
yosys-elaboration	completed	success	68117c0bec0b
yosys-portability	completed	success	68117c0bec0b
Yosys shard 0/4	completed	success	68117c0bec0b
Yosys shard 1/4	completed	success	68117c0bec0b
Yosys shard 2/4	completed	success	68117c0bec0b
Yosys shard 3/4	completed	success	68117c0bec0b
