yosys-portability	completed	success	39a0171c8c39
verilator-suites	completed	success	39a0171c8c39
rtl-fast	completed	success	39a0171c8c39
Physical gPTP (nightly and manual)	completed	skipped	39a0171c8c39
Verilator shard 3/5	completed	success	39a0171c8c39
Verilator shard 1/5	completed	success	39a0171c8c39
Verilator shard 4/5	completed	success	39a0171c8c39
Verilator shard 0/5	completed	success	39a0171c8c39
Yosys shard 1/4	completed	success	39a0171c8c39
Verilator shard 2/5	completed	success	39a0171c8c39
Yosys shard 2/4	completed	success	39a0171c8c39
Yosys shard 0/4	completed	success	39a0171c8c39
Yosys shard 3/4	completed	success	39a0171c8c39
yosys-elaboration	completed	success	39a0171c8c39
verilator-lint	completed	success	39a0171c8c39
changes	completed	success	39a0171c8c39
bdd-conformance	completed	success	39a0171c8c39
elaborate	completed	success	39a0171c8c39
docs-check	completed	success	39a0171c8c39
full-ci-gate	completed	success	39a0171c8c39
wire-accountability	completed	success	39a0171c8c39
docs-check-no-git	completed	success	39a0171c8c39
