yosys-portability	completed	success	2026-09-22T21:12:52Z	2026-09-22T21:12:59Z	35782624367
verilator-suites	completed	success	2026-09-22T21:12:44Z	2026-09-22T21:12:49Z	35782624367
rtl-fast	completed	success	2026-09-22T20:57:38Z	2026-09-22T20:57:40Z	35782624387
Physical gPTP (nightly and manual)	completed	skipped	2026-09-22T20:48:44Z	2026-09-22T20:48:43Z	35782624367
Yosys shard 0/4	completed	success	2026-09-22T20:48:45Z	2026-09-22T20:49:14Z	35782624367
Verilator shard 2/5	completed	success	2026-09-22T20:48:46Z	2026-09-22T20:52:44Z	35782624367
Yosys shard 3/4	completed	success	2026-09-22T20:48:46Z	2026-09-22T20:49:19Z	35782624367
Verilator shard 0/5	completed	success	2026-09-22T20:48:46Z	2026-09-22T20:57:13Z	35782624367
Verilator shard 3/5	completed	success	2026-09-22T20:48:46Z	2026-09-22T20:54:22Z	35782624367
Verilator shard 4/5	completed	success	2026-09-22T20:48:46Z	2026-09-22T21:12:41Z	35782624367
Verilator shard 1/5	completed	success	2026-09-22T20:48:46Z	2026-09-22T21:11:38Z	35782624367
Yosys shard 1/4	completed	success	2026-09-22T20:48:46Z	2026-09-22T20:49:22Z	35782624367
Yosys shard 2/4	completed	success	2026-09-22T20:48:46Z	2026-09-22T20:49:16Z	35782624367
full-ci-gate	completed	success	2026-09-22T20:48:27Z	2026-09-22T20:48:43Z	35782624367
yosys-elaboration	completed	success	2026-09-22T20:48:26Z	2026-09-22T20:57:35Z	35782624387
verilator-lint	completed	success	2026-09-22T20:48:26Z	2026-09-22T20:49:00Z	35782624387
yosys-portability	completed	failure	2026-09-22T20:48:18Z	2026-09-22T20:48:25Z	35782622600
changes	completed	success	2026-09-22T20:48:09Z	2026-09-22T20:48:24Z	35782624387
bdd-conformance	completed	success	2026-09-22T20:48:10Z	2026-09-22T20:48:22Z	35782624387
rtl-fast	completed	cancelled	2026-09-22T20:48:06Z	2026-09-22T20:48:06Z	35782622869
Yosys shard ${{ matrix.shard }}/${{ matrix.total }}	completed	cancelled	2026-09-22T20:48:06Z	2026-09-22T20:48:06Z	35782622600
Verilator shard ${{ matrix.shard }}/${{ matrix.total }}	completed	cancelled	2026-09-22T20:48:06Z	2026-09-22T20:48:06Z	35782622600
yosys-elaboration	completed	cancelled	2026-09-22T20:48:06Z	2026-09-22T20:48:06Z	35782622869
Physical gPTP (nightly and manual)	completed	cancelled	2026-09-22T20:48:06Z	2026-09-22T20:48:06Z	35782622600
verilator-lint	completed	cancelled	2026-09-22T20:48:06Z	2026-09-22T20:48:06Z	35782622869
verilator-suites	completed	failure	2026-09-22T20:48:08Z	2026-09-22T20:48:16Z	35782622600
elaborate	completed	success	2026-09-22T20:48:07Z	2026-09-22T20:55:10Z	35782622794
bdd-conformance	completed	cancelled	2026-09-22T20:48:05Z	2026-09-22T20:48:05Z	35782622869
changes	completed	cancelled	2026-09-22T20:48:05Z	2026-09-22T20:48:05Z	35782622869
docs-check-no-git	completed	success	2026-09-22T20:48:08Z	2026-09-22T20:48:18Z	35782622706
wire-accountability	completed	success	2026-09-22T20:48:08Z	2026-09-22T20:48:17Z	35782622706
docs-check	completed	success	2026-09-22T20:48:07Z	2026-09-22T20:56:25Z	35782622706
full-ci-gate	completed	cancelled	2026-09-22T20:48:04Z	2026-09-22T20:48:05Z	35782622600
