2026-09-24T10:00:02Z
rtl-fast	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Physical gPTP (nightly and manual)	completed	skipped	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Verilator shard 3/5	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Verilator shard 2/5	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Yosys shard 3/4	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Yosys shard 0/4	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Verilator shard 4/5	in_progress	null	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Yosys shard 2/4	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Verilator shard 1/5	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Yosys shard 1/4	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
Verilator shard 0/5	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
verilator-lint	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
yosys-elaboration	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
bdd-conformance	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
changes	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
full-ci-gate	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
wire-accountability	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
elaborate	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
docs-check-no-git	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
docs-check	completed	success	20b7bdaa307eba722ec6cc89d2683ba1636a0cb6
