total=15
yosys-portability	completed	skipped	2026-09-24T00:44:26Z	2026-09-24T00:44:25Z	github-actions
verilator-suites	completed	skipped	2026-09-24T00:44:26Z	2026-09-24T00:44:25Z	github-actions
Physical gPTP (nightly and manual)	completed	skipped	2026-09-24T00:44:26Z	2026-09-24T00:44:25Z	github-actions
Verilator shard ${{ matrix.shard }}/${{ matrix.total }}	completed	skipped	2026-09-24T00:44:26Z	2026-09-24T00:44:25Z	github-actions
Yosys shard ${{ matrix.shard }}/${{ matrix.total }}	completed	skipped	2026-09-24T00:44:26Z	2026-09-24T00:44:25Z	github-actions
yosys-elaboration	completed	skipped	2026-09-24T00:44:25Z	2026-09-24T00:44:25Z	github-actions
verilator-lint	completed	skipped	2026-09-24T00:44:25Z	2026-09-24T00:44:25Z	github-actions
rtl-fast	completed	success	2026-09-24T00:44:27Z	2026-09-24T00:44:31Z	github-actions
bdd-conformance	completed	success	2026-09-24T00:44:07Z	2026-09-24T00:44:21Z	github-actions
full-ci-gate	completed	success	2026-09-24T00:44:07Z	2026-09-24T00:44:25Z	github-actions
elaborate	completed	success	2026-09-24T00:44:07Z	2026-09-24T00:44:25Z	github-actions
changes	completed	success	2026-09-24T00:44:07Z	2026-09-24T00:44:25Z	github-actions
wire-accountability	completed	success	2026-09-24T00:44:07Z	2026-09-24T00:44:13Z	github-actions
docs-check-no-git	completed	success	2026-09-24T00:44:07Z	2026-09-24T00:44:16Z	github-actions
docs-check	completed	success	2026-09-24T00:44:07Z	2026-09-24T00:56:56Z	github-actions
rtl-fast job=https://github.com/kebag-logic/milan-fpga/actions/runs/35939743780/job/107444870263 title=- summary=-
full-ci-gate job=https://github.com/kebag-logic/milan-fpga/actions/runs/35939743805/job/107444788874 title=- summary=-
elaborate job=https://github.com/kebag-logic/milan-fpga/actions/runs/35939743786/job/107444788795 title=- summary=-
1 Set up job success
2 Require every applicable fast gate to pass success
3 Complete job success
