Physical gPTP (nightly and manual)	completed	skipped	2026-09-24T10:17:35Z	2026-09-24T10:17:34Z
Verilator shard 2/5	completed	success	2026-09-24T10:17:36Z	2026-09-24T10:24:33Z
Yosys shard 1/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:09Z
Verilator shard 1/5	in_progress	-	2026-09-24T10:17:36Z	-
Verilator shard 3/5	completed	success	2026-09-24T10:17:36Z	2026-09-24T10:23:53Z
Verilator shard 4/5	in_progress	-	2026-09-24T10:17:36Z	-
Verilator shard 0/5	in_progress	-	2026-09-24T10:17:36Z	-
Yosys shard 0/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:14Z
Yosys shard 3/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:07Z
Yosys shard 2/4	completed	success	2026-09-24T10:17:37Z	2026-09-24T10:18:09Z
verilator-lint	completed	success	2026-09-24T10:17:35Z	2026-09-24T10:18:04Z
yosys-elaboration	in_progress	-	2026-09-24T10:17:35Z	-
bdd-conformance	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:28Z
wire-accountability	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:23Z
changes	completed	success	2026-09-24T10:17:16Z	2026-09-24T10:17:32Z
docs-check	in_progress	-	2026-09-24T10:17:15Z	-
full-ci-gate	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:34Z
elaborate	in_progress	-	2026-09-24T10:17:15Z	-
docs-check-no-git	completed	success	2026-09-24T10:17:15Z	2026-09-24T10:17:26Z
fetched 2026-09-24T10:25:39Z
