bdd-conformance	completed	cancelled	2026-09-22T22:05:09Z	2026-09-22T22:05:11Z
bdd-conformance	completed	success	2026-09-22T22:05:14Z	2026-09-22T22:05:30Z
changes	completed	cancelled	2026-09-22T22:05:09Z	2026-09-22T22:05:11Z
changes	completed	success	2026-09-22T22:05:14Z	2026-09-22T22:05:28Z
docs-check	completed	success	2026-09-22T22:05:12Z	2026-09-22T22:12:00Z
docs-check-no-git	completed	success	2026-09-22T22:05:13Z	2026-09-22T22:05:24Z
elaborate	completed	success	2026-09-22T22:05:11Z	2026-09-22T22:13:55Z
full-ci-gate	completed	cancelled	2026-09-22T22:05:09Z	2026-09-22T22:05:10Z
full-ci-gate	completed	success	2026-09-22T22:05:32Z	2026-09-22T22:05:49Z
Physical gPTP (nightly and manual)	completed	cancelled	2026-09-22T22:05:11Z	2026-09-22T22:05:10Z
Physical gPTP (nightly and manual)	completed	skipped	2026-09-22T22:05:50Z	2026-09-22T22:05:49Z
rtl-fast	completed	cancelled	2026-09-22T22:05:11Z	2026-09-22T22:05:11Z
rtl-fast	completed	success	2026-09-22T22:14:48Z	2026-09-22T22:14:50Z
verilator-lint	completed	cancelled	2026-09-22T22:05:11Z	2026-09-22T22:05:11Z
verilator-lint	completed	success	2026-09-22T22:05:31Z	2026-09-22T22:06:02Z
Verilator shard ${{ matrix.shard }}/${{ matrix.total }}	completed	cancelled	2026-09-22T22:05:11Z	2026-09-22T22:05:10Z
Verilator shard 0/5	completed	success	2026-09-22T22:05:52Z	2026-09-22T22:16:03Z
Verilator shard 1/5	completed	success	2026-09-22T22:05:52Z	2026-09-22T22:29:54Z
Verilator shard 2/5	completed	success	2026-09-22T22:05:52Z	2026-09-22T22:09:48Z
Verilator shard 3/5	completed	success	2026-09-22T22:05:51Z	2026-09-22T22:10:47Z
Verilator shard 4/5	completed	success	2026-09-22T22:05:52Z	2026-09-22T22:39:42Z
verilator-suites	completed	failure	2026-09-22T22:05:12Z	2026-09-22T22:05:18Z
verilator-suites	completed	success	2026-09-22T22:39:44Z	2026-09-22T22:39:49Z
wire-accountability	completed	success	2026-09-22T22:05:11Z	2026-09-22T22:05:20Z
yosys-elaboration	completed	cancelled	2026-09-22T22:05:11Z	2026-09-22T22:05:11Z
yosys-elaboration	completed	success	2026-09-22T22:05:30Z	2026-09-22T22:14:45Z
yosys-portability	completed	failure	2026-09-22T22:05:21Z	2026-09-22T22:05:29Z
yosys-portability	completed	success	2026-09-22T22:39:51Z	2026-09-22T22:40:00Z
Yosys shard ${{ matrix.shard }}/${{ matrix.total }}	completed	cancelled	2026-09-22T22:05:11Z	2026-09-22T22:05:10Z
Yosys shard 0/4	completed	success	2026-09-22T22:05:52Z	2026-09-22T22:06:28Z
Yosys shard 1/4	completed	success	2026-09-22T22:05:53Z	2026-09-22T22:06:24Z
Yosys shard 2/4	completed	success	2026-09-22T22:05:53Z	2026-09-22T22:06:23Z
Yosys shard 3/4	completed	success	2026-09-22T22:05:51Z	2026-09-22T22:06:33Z
