532	OPEN	2026-09-23T14:09:28Z	[CI] Run trusted act replays in parallel: one isolated Docker daemon per replay slot
530	OPEN	2026-09-23T13:27:50Z	CRF talker ends its own bursts while bound and starts emitting before a reservation exists
529	OPEN	2026-09-23T13:27:48Z	CRF Stream Input serves no AECP counters, so controllers downgrade the entity from Milan
527	OPEN	2026-09-23T06:26:24Z	[TASK] Port and verify AS02MC04 Milan AVB on 1G SFP
