bdd-conformance	completed	success	d04a61678c9f	2026-09-24T17:34:23Z	2026-09-24T17:34:40Z
changes	completed	success	d04a61678c9f	2026-09-24T17:34:22Z	2026-09-24T17:34:39Z
docs-check	completed	success	d04a61678c9f	2026-09-24T17:34:24Z	2026-09-24T17:47:33Z
docs-check-no-git	completed	success	d04a61678c9f	2026-09-24T17:34:22Z	2026-09-24T17:34:32Z
elaborate	completed	success	d04a61678c9f	2026-09-24T17:34:24Z	2026-09-24T17:45:11Z
full-ci-gate	completed	success	d04a61678c9f	2026-09-24T17:34:22Z	2026-09-24T17:34:42Z
Physical gPTP (nightly and manual)	completed	skipped	d04a61678c9f	2026-09-24T17:34:43Z	2026-09-24T17:34:43Z
rtl-fast	completed	success	d04a61678c9f	2026-09-24T17:44:47Z	2026-09-24T17:44:51Z
verilator-lint	completed	success	d04a61678c9f	2026-09-24T17:34:42Z	2026-09-24T17:35:16Z
Verilator shard 0/5	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T17:45:56Z
Verilator shard 1/5	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T18:12:06Z
Verilator shard 2/5	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T17:49:21Z
Verilator shard 3/5	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T17:44:00Z
Verilator shard 4/5	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T18:12:01Z
verilator-suites	completed	success	d04a61678c9f	2026-09-24T18:12:09Z	2026-09-24T18:12:20Z
wire-accountability	completed	success	d04a61678c9f	2026-09-24T17:34:23Z	2026-09-24T17:34:33Z
yosys-elaboration	completed	success	d04a61678c9f	2026-09-24T17:34:42Z	2026-09-24T17:44:44Z
yosys-portability	completed	success	d04a61678c9f	2026-09-24T18:12:22Z	2026-09-24T18:12:29Z
Yosys shard 0/4	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T17:35:22Z
Yosys shard 1/4	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T17:35:16Z
Yosys shard 2/4	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T17:35:14Z
Yosys shard 3/4	completed	success	d04a61678c9f	2026-09-24T17:34:45Z	2026-09-24T17:35:11Z
