Physical gPTP (nightly and manual)	completed	skipped	9143e21a
Yosys shard 1/4	completed	success	9143e21a
Verilator shard 0/5	in_progress		9143e21a
Yosys shard 0/4	completed	success	9143e21a
Verilator shard 2/5	in_progress		9143e21a
Yosys shard 2/4	completed	success	9143e21a
Yosys shard 3/4	completed	success	9143e21a
Verilator shard 3/5	in_progress		9143e21a
Verilator shard 4/5	in_progress		9143e21a
Verilator shard 1/5	in_progress		9143e21a
full-ci-gate	completed	success	9143e21a
verilator-lint	completed	success	9143e21a
yosys-elaboration	in_progress		9143e21a
elaborate	in_progress		9143e21a
wire-accountability	completed	success	9143e21a
docs-check-no-git	completed	success	9143e21a
bdd-conformance	completed	success	9143e21a
docs-check	in_progress		9143e21a
changes	completed	success	9143e21a
2026-09-26T10:46:18Z
# snapshot 2 2026-09-26T10:47:57Z
Physical gPTP (nightly and manual)	completed	skipped	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Yosys shard 1/4	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Verilator shard 0/5	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Yosys shard 0/4	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Verilator shard 2/5	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Yosys shard 2/4	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Yosys shard 3/4	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Verilator shard 3/5	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Verilator shard 4/5	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
Verilator shard 1/5	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
full-ci-gate	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
verilator-lint	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
yosys-elaboration	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
elaborate	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
wire-accountability	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
docs-check-no-git	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
bdd-conformance	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
docs-check	in_progress	-	9143e21a57e6315c7678430cfc45b4a2b7e10c09
changes	completed	success	9143e21a57e6315c7678430cfc45b4a2b7e10c09
combined-status: pending
